,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
1087868,72617,2013-04-22 22:18:05,14,100,,,59,123120,5,4.5,0,2.2,0.0892,6.21,12,163.81,1,15632,2,29,2,0,1,0,,2150.62,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
794256,53129,2013-02-08 05:20:26,5,127,,,88,133252,4,3.5,0,3.18,0.2351,5.72,1,244.0,1,784,3,6,2,1,1,1,,,0,,,,1.0,0.0,13.0,,,,,,,1.0,0.0,161.0,,,,,,,,,,0,,0
3546531,238142,2012-11-09 15:45:49,16,31,,,55,95949,4,4.0,1,0.69,0.1566,4.94,6,167.73,0,5577,1,4,1,0,1,0,,578.46,0,,,,,,,,,,,,,-1.0,0.0,20.0,-1.0,0.0,4.0,,,,,,,0,,0
4614190,309596,2012-12-10 11:23:25,7,100,,,219,41813,3,3.5,1,2.3,,4.72,12,78.07,0,8778,1,2,2,0,2,0,,222.24,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
1877510,126020,2013-01-24 18:56:45,5,219,,,219,92809,3,4.0,1,2.71,0.0276,4.57,29,70.0,0,28201,2,9,4,0,2,1,,529.82,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
627916,41965,2012-11-19 12:09:34,5,219,,,219,28797,2,3.5,1,0.0,0.0112,4.47,10,80.0,0,20324,2,4,1,0,1,1,,46.65,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
791501,52939,2013-05-02 19:52:10,5,219,,,219,1942,4,2.0,0,2.56,0.0049,5.42,34,199.0,0,4695,3,92,2,0,1,1,,2209.44,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2865100,192429,2013-02-25 09:15:11,5,219,,,70,80454,5,4.5,0,2.83,0.0896,5.12,12,123.0,1,3116,1,135,2,1,1,0,,4057.38,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4353480,292099,2013-06-20 12:20:29,5,219,,,219,9138,4,4.0,1,4.33,0.2609,0.0,30,134.0,0,11323,2,9,2,0,1,1,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
2293982,154023,2013-06-24 03:21:07,5,33,,,219,70839,4,4.5,1,5.84,0.3853,0.0,14,249.0,0,24700,1,43,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
441880,29619,2013-01-28 13:44:06,5,219,,,219,99124,2,2.5,1,1.61,,3.98,33,48.0,0,24762,2,10,1,0,1,1,,592.64,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1721066,115614,2013-01-18 07:41:16,5,219,,,219,2443,3,5.0,1,1.39,0.0006,4.75,6,103.0,0,21808,3,56,2,4,1,1,,687.55,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2574707,172898,2013-06-03 17:25:56,5,219,,,219,131360,2,3.0,1,1.79,0.0006,0.0,25,54.0,0,18774,1,11,1,0,1,1,,218.75,1,,,,1.0,0.0,5.0,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
2065249,138634,2013-05-15 19:02:13,19,158,3.72,176.64,158,131887,3,4.0,0,0.0,0.0029,4.23,27,38.94,0,26957,2,15,2,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1003244,67011,2013-03-03 07:34:24,14,219,,,219,102631,2,3.5,1,0.69,0.0517,4.31,8,49.67,0,12530,1,38,2,0,1,0,,607.98,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2234941,150058,2013-05-20 20:05:14,32,220,,,220,79228,3,1.5,0,3.69,0.0027,4.71,12,106.92,0,22043,3,86,2,1,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
223893,15030,2013-04-07 18:56:11,5,219,,,219,22021,2,3.5,1,2.4,,5.42,29,199.0,0,27192,1,0,1,0,1,0,,9.16,0,,,,,,,-1.0,0.0,5.0,,,,,,,,,,,,,-1.0,0.0,5.0,0,,0
1502803,100757,2012-11-02 06:06:36,14,100,,,100,136248,2,3.5,0,3.09,0.0313,5.36,12,179.75,0,18139,1,3,1,0,1,0,,1685.56,0,,,,1.0,0.0,27.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
265406,17794,2013-04-18 23:45:17,15,92,,,219,19807,2,2.5,0,4.2,0.4361,4.87,28,94.73,0,570,1,64,1,0,1,1,,,0,,,,1.0,0.0,15.0,,,,,,,1.0,0.0,15.0,,,,,,,,,,0,,0
3409959,229019,2013-04-30 16:04:10,5,219,,,219,11684,3,4.5,1,1.61,,5.32,13,179.0,0,5028,1,25,2,0,1,1,,47.61,0,,,,-1.0,0.0,22.0,0.0,0.0,,,,,,,,,,,,,,,1.0,,0,,0
4438357,297831,2013-06-21 14:03:38,32,220,,,220,16931,4,3.5,1,1.39,0.08199999999999999,0.0,3,132.76,0,13350,4,8,1,0,1,1,-15.327,154.92,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
4233596,284125,2013-03-28 08:09:06,5,219,,,219,93836,2,3.0,1,2.83,0.0539,3.96,22,45.0,0,22097,1,0,2,4,1,1,,112.33,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,-1.0,0.0,11.0,0,,0
830224,55495,2012-11-14 11:58:17,18,129,,,129,110281,4,4.0,1,3.56,0.0022,5.05,22,220.33,0,19968,3,197,4,0,2,1,,259.43,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
366628,24557,2013-06-12 14:38:52,5,219,,,219,7516,2,3.5,1,1.95,0.0017,0.0,10,174.0,0,23904,7,32,1,0,8,0,,121.03,1,,,,0.0,0.0,,,,,,,,-1.0,0.0,19.0,,,,,,,-1.0,0.0,19.0,0,,0
2490961,167297,2013-06-26 10:59:31,5,219,,,219,73600,3,4.0,1,3.89,0.1918,0.0,20,239.0,0,19982,2,2,2,2,1,1,,161.2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3231382,217024,2013-03-12 20:55:13,5,219,,,219,28815,2,3.5,0,2.77,0.0058,4.25,35,65.0,0,9975,3,3,2,2,1,1,,146.06,0,,,,,,,,,,,,,-1.0,0.0,27.0,,,,,,,-1.0,0.0,27.0,0,,0
3815380,256165,2012-11-08 15:37:56,5,219,,,219,27669,3,3.5,1,3.0,0.2107,4.67,14,75.0,0,7082,2,78,2,0,1,1,,188.17,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
767354,51290,2012-11-20 13:43:02,7,100,,,219,121317,4,4.0,1,0.69,0.0033,5.05,28,95.3,1,18774,4,15,2,0,1,0,,445.06,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2856015,191856,2013-03-10 08:55:52,5,219,,,219,87595,2,4.0,1,3.18,0.0354,4.84,21,120.0,0,22766,3,32,2,0,1,1,,274.31,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4173072,279963,2013-02-02 14:59:26,5,219,,,219,19743,4,4.0,1,4.43,0.0492,5.36,30,88.0,0,18774,2,13,2,0,1,1,,216.79,0,,,,0.0,0.0,,0.0,1.0,30.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1287138,86191,2013-06-21 10:14:56,5,219,,,219,44097,2,3.5,1,2.64,0.3812,0.0,6,159.0,0,2161,1,3,2,0,1,0,,85.09,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4877205,327389,2013-02-17 20:00:41,5,219,,,219,134154,3,3.5,1,3.76,0.0937,4.63,1,24.0,1,8192,3,2,2,1,1,0,,253.6,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,50.0,,,,,,,-1.0,0.0,16.0,1,215.98,1
4640776,311313,2013-02-06 15:52:12,5,219,3.5,176.2,219,95548,3,4.0,1,1.79,,4.72,26,85.0,0,5465,2,6,1,0,1,0,,642.13,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1831505,123032,2012-11-07 07:40:12,14,100,,,219,29726,2,3.5,0,2.77,0.1734,5.0,8,198.66,0,18684,4,49,2,0,1,0,,2507.42,1,,,,,,,,,,,,,,-1.0,,,,,,,,,-1.0,,1,,0
904472,60361,2013-01-05 12:14:25,24,216,5.0,556.33,39,69450,2,2.0,0,4.04,,4.9,29,110.09,0,22084,2,7,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
51346,3395,2013-03-05 08:49:49,5,219,,,219,65182,3,4.5,1,2.08,0.0489,4.91,1,118.0,0,19982,5,166,2,0,1,0,,456.65,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1738603,116739,2013-05-27 14:33:09,16,31,,,31,1324,5,4.0,0,0.69,0.0341,5.31,2,352.99,0,8530,2,2,1,0,1,0,,205.25,0,,,,,,,,,,,,,1.0,0.0,26.0,0.0,0.0,,,,,,,,0,,0
2507945,168399,2013-02-18 15:37:22,32,219,,,219,14024,4,4.5,1,3.74,0.1002,5.36,24,195.82,0,13870,1,2,4,0,1,0,,89.4,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
1531876,102781,2013-03-31 10:40:16,5,219,,,219,134417,4,4.0,0,3.47,0.1971,5.41,3,199.0,0,13539,1,104,3,1,2,1,,146.39,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3440574,231066,2013-06-08 09:42:34,5,205,,,219,96301,3,3.5,1,2.2,0.067,0.0,30,133.0,0,24994,2,9,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2117635,142096,2013-05-31 13:26:21,5,219,,,219,125311,5,4.5,1,5.97,0.1372,6.07,13,220.0,1,4562,1,44,2,0,1,0,,30.8,0,0.0,0.0,36.0,1.0,0.0,50.0,,,,1.0,0.0,8.0,0.0,0.0,26.0,,,,,,,1.0,0.0,8.0,0,,0
4753256,318923,2012-11-11 04:41:59,5,219,,,15,92579,4,4.5,0,2.4,0.0115,4.99,27,98.0,0,27101,1,33,1,0,1,1,,,0,,,,,1.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
286541,19192,2013-06-06 08:56:47,5,219,,,219,24513,2,2.5,0,2.94,0.0547,0.0,27,80.0,0,26928,3,95,1,0,1,0,,357.64,0,,,,,,,,,,,,,,,,,,,,,,,,,1,271.47,1
2779660,186601,2013-02-12 12:53:19,18,129,,,55,54876,4,4.0,1,5.37,0.4163,5.62,14,173.55,0,27397,3,23,1,0,1,1,,425.08,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3286522,220673,2013-03-28 21:03:17,14,100,,,100,25498,3,4.0,0,3.64,0.1429,5.12,18,103.33,0,20438,2,5,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1167244,78007,2013-05-16 11:14:35,5,219,,,59,106918,5,4.5,0,3.5,0.1518,6.21,22,232.0,1,13083,3,25,2,0,1,0,,1065.97,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
3798052,255041,2013-01-24 19:21:50,24,216,,,219,41368,4,4.5,1,4.49,0.2011,5.67,33,208.29,0,20319,2,134,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2877971,193263,2013-04-27 09:52:08,5,219,,,219,10337,4,4.0,1,2.89,0.1053,5.2,6,135.0,0,23105,3,47,2,0,1,1,,247.94,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4406026,295684,2012-11-29 21:07:04,5,219,,,219,10746,5,4.5,1,5.86,0.6817,6.21,32,319.0,1,24700,3,98,2,0,1,1,,446.58,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3126068,209903,2013-06-21 03:02:18,5,117,,,219,7650,3,4.5,1,2.64,0.0133,0.0,9,83.0,1,10737,2,21,2,1,1,1,-27.2344,,0,,,,,,,-1.0,0.0,18.0,,,,-1.0,0.0,18.0,,,,,,,-1.0,0.0,18.0,0,,0
4120172,276418,2012-12-20 10:53:57,5,219,3.5,134.71,129,34653,4,4.0,0,2.4,0.0077,5.51,19,131.0,1,16086,1,46,1,0,1,0,,4610.38,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
904089,60341,2013-02-09 11:30:33,5,219,,,219,67402,2,4.0,1,2.94,0.2156,4.37,14,59.0,0,15714,2,43,2,1,1,0,,1458.68,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2163949,145261,2012-12-16 10:31:25,24,216,,,219,106819,5,5.0,1,4.23,0.0119,6.21,22,425.0,0,4562,1,118,1,1,1,1,,,0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3700112,248455,2013-01-10 13:30:26,5,219,,,219,74276,3,3.5,0,4.77,,5.23,26,140.0,1,4447,3,1,2,0,1,1,,0.36,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1483739,99478,2013-06-17 17:29:49,24,216,,,99,105966,2,4.0,0,4.16,,0.0,31,135.85,0,9763,1,22,2,0,2,0,,,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,10.0,1.0,1.0,11.0,,,,0,,0
1542788,103537,2013-04-01 10:31:34,5,219,,,55,64131,4,4.0,1,5.38,0.013999999999999999,5.42,16,223.0,0,10979,2,35,1,1,2,0,,4416.66,1,,,,,,,,,,,,,1.0,0.0,25.0,0.0,0.0,,0.0,0.0,,,,,0,,0
505899,33811,2013-02-05 23:48:47,16,31,,,31,57198,0,0.0,0,0.0,,4.07,34,101.87,0,20198,2,2,2,0,1,1,,105.66,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3348078,224872,2013-03-19 19:40:22,5,219,,,219,42779,2,3.5,1,1.39,,4.5,7,65.0,0,13929,2,3,2,0,1,1,-43.7176,135.42,0,,,,1.0,0.0,15.0,,,,,,,0.0,0.0,,,,,,,,,,,1,164.02,1
4604617,308913,2013-04-18 12:40:17,14,100,,,100,124162,3,4.5,1,2.08,0.1013,5.0,8,116.91,0,21995,1,97,2,0,1,0,,468.02,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1728373,116090,2013-03-03 15:27:25,15,55,,,219,124191,3,3.5,0,3.22,0.0146,5.27,1,97.74,1,8347,14,30,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
266381,17854,2013-06-17 19:08:58,9,59,,,59,47127,3,3.5,1,3.5,0.2178,0.0,3,73.46,1,5454,3,1,2,0,1,0,,490.35,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
421957,28253,2013-02-12 08:36:11,5,219,,,219,11820,0,4.0,1,2.89,,4.26,13,59.0,0,2191,2,4,2,0,1,1,,,1,,,,,1.0,,1.0,0.0,12.0,,,,,,,,,,,,,1.0,0.0,11.0,0,,0
1018852,68038,2013-01-23 09:37:11,5,219,,,219,7087,3,4.5,1,3.14,0.054000000000000006,4.75,1,79.0,0,21344,2,1,2,0,1,1,-19.2533,304.99,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
947642,63284,2013-03-15 16:28:39,5,219,,,219,27276,4,4.5,1,1.79,0.0325,4.95,18,79.0,0,20242,1,29,2,0,1,1,-14.530999999999999,2408.41,0,,,,,,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1521014,102017,2013-05-24 06:13:40,14,100,,,219,65219,4,3.5,1,3.85,0.469,5.6,3,248.11,1,13013,3,9,1,0,1,0,,343.54,0,1.0,0.0,17.0,0.0,0.0,,,,,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,0,,0
1973296,132502,2013-06-19 19:39:46,5,219,,,219,138407,2,3.5,1,1.79,,0.0,3,79.0,0,2347,1,1,1,0,1,1,,283.2,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1046300,69847,2013-06-18 11:35:42,24,216,,,225,76601,4,4.5,0,4.25,0.0327,0.0,28,76.99,0,11308,2,21,1,0,1,0,,,0,,,,,,,1.0,0.0,29.0,0.0,0.0,12.0,1.0,0.0,20.0,,,,,,,,,,0,,0
4444631,298231,2013-06-29 23:22:10,5,86,,,99,110700,5,4.5,0,6.0,0.3959,0.0,4,328.0,1,15650,2,24,1,0,1,0,,,0,1.0,0.0,6.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,1,702.48,1
3888256,260985,2013-02-02 21:32:30,5,219,,,99,69543,4,4.0,1,5.16,0.0242,5.82,25,246.0,0,13292,1,2,1,1,1,0,,4992.93,0,0.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,0.0,14.0,0.0,0.0,,0.0,0.0,,0,,0
2733858,183496,2012-12-03 10:54:05,5,219,,,219,24515,3,4.5,1,2.64,0.0042,5.41,1,136.0,0,16570,3,29,2,0,1,0,,301.04,0,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,463.1,1
4670115,313301,2012-11-13 17:12:39,5,219,,,99,120452,4,4.0,1,2.2,0.2957,4.92,1,128.0,0,21245,1,5,2,0,1,0,,5128.26,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,1,137.21,1
4378992,293804,2013-05-06 17:20:50,5,219,,,219,103353,4,4.5,1,4.79,,5.51,12,298.0,0,22666,5,37,2,0,1,0,,,0,,,,1.0,0.0,17.0,1.0,0.0,17.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3716621,249580,2013-06-29 06:36:30,5,32,,,100,87652,4,4.0,1,3.64,0.0126,0.0,1,178.0,0,982,6,112,1,1,2,0,,4008.1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
4664811,312929,2013-03-25 10:20:55,14,100,3.6,255.7,219,77283,3,4.5,1,1.61,0.374,4.93,2,118.48,1,24620,1,228,2,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1689772,113454,2013-01-03 13:28:13,15,55,3.04,144.93,55,106150,2,4.5,0,4.96,0.4719,4.67,29,285.12,0,6058,1,0,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
1978365,132836,2013-01-24 20:32:05,5,219,,,219,31492,2,4.0,1,0.0,0.1364,4.0,7,51.0,0,2999,1,36,4,0,2,1,,224.63,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
479271,32081,2013-01-15 18:39:24,1,13,,,181,95002,4,4.0,0,4.2,0.0258,5.54,11,191.79,0,12907,1,0,1,0,1,0,,,0,1.0,0.0,6875.0,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
4597533,308466,2013-01-09 21:04:38,12,99,,,219,10717,3,3.5,1,5.21,0.5577,5.19,21,159.37,0,25426,3,206,4,0,1,1,-14.0773,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3626249,243611,2013-04-17 18:53:08,5,219,,,219,24125,2,3.0,0,3.76,0.0035,4.72,1,89.0,0,9265,2,84,2,0,1,0,,1995.15,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4149113,278379,2012-11-27 21:47:47,15,55,,,98,11168,4,4.5,0,4.29,0.5472,4.76,1,70.49,1,4279,2,7,2,0,1,0,,,0,,,,1.0,0.0,103.0,,,,0.0,0.0,13.0,0.0,0.0,16.0,,,,,,,,,,0,,0
4888246,328106,2013-06-23 11:50:20,25,215,,,215,81575,4,4.0,0,4.61,0.1675,0.0,2,91.85,1,3703,1,2,3,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4956234,332621,2013-03-05 13:54:00,5,219,,,219,111435,4,4.5,1,4.78,0.3044,5.62,30,319.0,0,26037,1,12,2,0,1,0,,,0,,,,0.0,0.0,,-1.0,0.0,15.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2727530,183090,2012-12-20 06:34:30,5,219,,,219,79125,3,4.5,0,1.61,0.0809,4.77,4,117.0,0,17546,3,111,4,0,2,0,,776.18,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
978086,65339,2013-05-26 08:06:21,5,219,,,219,85194,4,4.5,1,2.56,0.047,5.43,9,329.0,0,361,1,13,2,0,1,1,-26.3102,85.35,1,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,20.0,,,,,,,-1.0,0.0,20.0,0,,0
2632000,176603,2012-11-19 18:29:43,31,219,,,219,33399,3,2.5,1,1.1,0.0116,4.46,31,60.0,0,13570,1,2,2,0,1,0,,214.82,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3083391,207010,2013-03-13 06:35:18,5,219,2.39,143.76,219,47373,2,4.0,1,1.1,,4.89,14,72.0,1,27985,2,8,2,0,1,1,,203.04,0,,,,1.0,0.0,4.0,1.0,0.0,4.0,,,,-1.0,0.0,5.0,,,,,,,-1.0,0.0,5.0,0,,0
881874,58856,2012-11-02 09:46:54,5,219,,,219,83752,2,3.0,1,2.64,0.0021,3.91,21,42.0,0,13566,2,0,2,0,1,1,,186.69,0,,,,0.0,0.0,,1.0,0.0,11.0,,,,1.0,0.0,11.0,,,,,,,0.0,0.0,,0,,0
1270465,85078,2013-03-01 09:53:16,5,219,,,219,47776,4,4.0,1,1.61,0.4801,4.99,4,99.0,0,13387,2,28,3,0,1,1,,194.09,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3825963,256895,2013-06-16 09:44:23,5,219,,,219,104271,2,0.0,0,4.47,,0.0,9,138.0,0,10424,1,6,1,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
278569,18655,2012-12-28 11:47:06,5,219,,,219,127661,3,4.5,1,1.39,0.0185,4.85,24,109.0,0,8628,2,1,1,0,1,1,,141.84,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2936806,197267,2013-06-06 11:54:39,5,219,3.6,292.11,219,96133,2,3.5,1,2.71,0.1732,0.0,2,47.0,1,19314,2,13,4,0,4,0,,839.66,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
4486817,301029,2012-12-04 16:41:44,1,13,,,45,114621,3,3.0,0,4.22,0.0751,5.45,20,47.15,0,8367,3,38,1,1,1,1,,,0,,,,,,,,,,,,,-1.0,0.0,23.0,,,,,1.0,,,,,0,,0
2208239,148308,2013-04-01 14:17:40,5,219,,,219,56600,3,4.0,1,2.71,0.2048,4.98,18,129.0,0,9340,1,70,2,0,1,0,,881.03,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1119989,74779,2013-05-11 18:15:21,5,219,,,219,6128,3,3.5,1,2.3,0.5472,4.96,9,135.0,0,8064,2,26,2,2,1,1,,942.73,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
4011754,269190,2013-04-27 10:52:07,5,219,,,219,14236,0,3.0,1,1.79,0.0306,5.16,11,99.0,0,607,1,63,2,0,1,1,,1490.23,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3951973,265260,2012-12-14 14:53:15,5,219,,,219,120892,2,3.5,0,2.71,0.1528,4.64,19,35.0,0,26392,2,12,2,0,1,0,,488.3,1,,,,,,,-1.0,0.0,11.0,,,,,,,,,,,,,0.0,0.0,,0,,0
1061302,70872,2013-06-18 13:29:13,5,219,,,219,50416,2,4.5,1,0.69,,0.0,18,99.0,0,27205,3,0,1,0,1,0,,2223.65,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4273745,286862,2013-06-21 21:39:42,9,59,,,59,87287,4,4.5,1,3.43,0.1351,0.0,1,92.9,1,16770,1,1,2,0,1,1,,1.18,1,,,,1.0,0.0,17.0,,,,,,,1.0,0.0,17.0,,,,,,,,,,0,,0
3276104,219978,2013-02-25 22:43:57,15,55,,,55,78190,4,4.0,1,5.33,0.3127,5.53,19,142.55,1,25801,1,21,1,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
80713,5414,2013-01-08 23:58:04,16,31,,,55,98840,5,4.5,0,5.45,0.2507,6.19,1,384.57,0,14177,2,6,3,0,2,0,,,1,,,,,,,0.0,0.0,,,,,0.0,0.0,22.0,,,,,1.0,,1.0,0.0,25.0,0,,0
1021105,68189,2013-04-05 12:10:16,32,220,,,220,39742,4,4.0,0,4.79,0.044000000000000004,5.13,19,222.18,1,17898,5,210,2,0,1,0,,854.82,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3830616,257185,2013-04-19 17:34:55,15,55,,,215,115078,5,4.5,1,6.04,0.1977,5.46,21,307.69,0,9371,1,7,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,1.0,,0.0,0.0,27.0,,,,0,,0
3667961,246287,2013-04-13 19:28:05,5,202,,,14,40421,4,4.5,0,3.91,0.0823,5.22,24,118.0,0,11842,1,7,2,0,1,1,,,0,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
655168,43798,2012-11-15 22:50:56,24,216,,,55,138069,4,4.5,0,5.72,0.5004,5.62,1,164.44,1,19392,6,1,1,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,33.0,,,,0.0,0.0,,,1.0,,1,1127.73,1
4331728,290610,2012-11-06 16:19:37,15,219,,,129,84862,5,4.0,1,1.95,0.1116,4.95,25,174.34,0,2069,3,23,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
294550,19730,2013-03-11 14:44:49,5,219,,,219,76814,3,4.5,1,2.64,0.0326,4.83,8,76.0,0,44,1,4,1,0,1,1,-9.6055,11.57,0,,,,,,,,,,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,,0,,0
3050356,204852,2013-03-04 15:11:39,5,219,,,219,29633,3,4.5,1,4.22,0.2547,5.42,28,189.0,0,8192,2,25,2,0,1,1,,2233.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1134151,75736,2013-04-22 00:47:59,24,216,,,100,42983,3,5.0,1,1.79,0.0005,5.34,9,147.72,1,21871,3,9,1,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
100195,6711,2013-05-11 06:26:18,5,219,,,219,135019,3,2.0,1,2.77,0.0705,4.56,29,43.0,0,24026,1,2,1,0,1,0,,1078.18,0,,,,-1.0,0.0,6.0,-1.0,0.0,15.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
